step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,1,1.0,0.2,6.949384459217053,1,1.0,0.48275621442840716,1,1.0
30.0,3,9.0,1.0,6.117646088784644,3,9.0,0.2501270826636005,3,9.0
45.0,3,39.0,4.333333333333333,6.772121272742299,3,39.0,0.40000604081061286,3,39.0
60.0,6,120.0,10.909090909090908,4.245902680861691,6,120.0,0.2797305000920971,6,120.0
75.0,4,101.0,7.214285714285714,5.883499953762722,4,110.0,0.316588088952069,4,110.0
90.0,6,68.0,4.857142857142857,5.171246018260783,6,77.0,0.21806251838393026,6,77.0
105.0,9,140.0,10.0,3.4700045428552033,9,149.0,0.1274511987236475,9,149.0
120.0,8,187.0,11.0,4.745426002779849,8,190.0,0.17016740912776146,8,190.0
135.0,9,183.0,10.166666666666666,3.9221836678732993,9,186.0,0.11839971542456522,9,186.0
150.0,10,286.0,15.88888888888889,4.735237158977997,10,286.0,0.21551034047366116,10,286.0
165.0,13,457.0,26.88235294117647,2.3313859789272993,13,457.0,0.11382645177230072,13,457.0
180.0,10,299.0,14.95,4.079929661940181,10,380.0,0.1724575513370522,10,380.0
195.0,11,214.0,10.7,3.7486670033591323,11,278.0,0.12628524235508043,11,278.0
210.0,17,426.0,21.3,0.4836990278747685,17,474.0,0.03307570030982606,17,474.0
225.0,21,707.0,29.458333333333332,0.35811554104365717,21,755.0,0.02553137271825569,21,755.0
240.0,20,873.0,31.178571428571427,2.4719855127882413,20,921.0,0.07046436400616479,20,921.0
255.0,24,1205.0,43.035714285714285,1.8744139706498189,24,1253.0,0.0749713295214198,24,1253.0
270.0,17,794.0,27.379310344827587,3.1143264266138293,17,1155.0,0.09714986482066601,17,1155.0
285.0,12,169.0,6.035714285714286,3.0858153573794307,12,971.0,0.10625291441156422,12,971.0
300.0,15,251.0,9.653846153846153,3.9930781140608995,15,802.0,0.1899197965411812,15,802.0
