step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,J0_stopped,J0_accumulated_waiting_time,J0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,6.0,1.2,6.619249072329033,2,6.0,0.4686196682621953,2,6.0
30.0,4,43.0,4.777777777777778,7.400503246961431,4,43.0,0.3264300878968127,4,43.0
45.0,6,98.0,9.8,3.5975170391038076,6,98.0,0.2143212616749725,6,98.0
60.0,9,209.0,16.076923076923077,1.8416605214557675,9,209.0,0.12905566326542725,9,209.0
75.0,10,286.0,15.88888888888889,4.1497432302552895,10,286.0,0.1987484057096813,10,286.0
90.0,8,235.0,13.055555555555555,5.249021349339938,8,238.0,0.18010935640650835,8,238.0
105.0,6,74.0,4.625,4.495473553721985,6,149.0,0.21534019096969303,6,149.0
120.0,8,174.0,10.235294117647058,5.565897700813135,8,177.0,0.20655646740300074,8,177.0
135.0,9,211.0,12.411764705882353,3.967184179527298,9,214.0,0.13162006953743502,9,214.0
150.0,8,200.0,11.764705882352942,5.510056865111009,8,205.0,0.2618461238976238,8,205.0
165.0,10,326.0,23.285714285714285,2.930281365676643,10,329.0,0.16167302975391526,10,329.0
180.0,8,218.0,12.823529411764707,4.635777455984938,8,223.0,0.22408766120308493,8,223.0
195.0,12,376.0,20.88888888888889,3.1104639404074867,12,381.0,0.11237245335147682,12,381.0
210.0,17,580.0,30.526315789473685,0.9927852186532309,17,585.0,0.07264517024460868,17,585.0
225.0,10,307.0,13.347826086956522,4.359242338429188,10,473.0,0.19168382125332212,10,473.0
240.0,10,172.0,7.818181818181818,4.151742415087413,10,440.0,0.18396423440609305,10,440.0
255.0,15,331.0,15.045454545454545,3.5821419672202905,15,573.0,0.11877380384012169,15,573.0
270.0,12,465.0,22.142857142857142,3.503078087135045,12,643.0,0.12668526561550736,12,643.0
285.0,16,676.0,33.8,2.1895110046833213,16,854.0,0.12005973189884463,16,854.0
300.0,11,360.0,15.0,3.2697083750247877,11,671.0,0.12021015038878957,11,671.0
315.0,14,487.0,22.136363636363637,2.7704274358998338,14,527.0,0.10844826692697794,14,527.0
330.0,14,656.0,31.238095238095237,3.511662000911174,14,674.0,0.16289705150417422,14,674.0
345.0,10,431.0,20.523809523809526,4.234791107861819,10,460.0,0.14133169590620812,10,460.0
360.0,12,543.0,30.166666666666668,3.0670070821789115,12,558.0,0.09463957040632029,12,558.0
375.0,14,699.0,34.95,3.411440312658425,14,711.0,0.10751316059017843,14,711.0
390.0,8,140.0,6.666666666666667,4.402749027062935,8,479.0,0.21513300203770291,8,479.0
405.0,8,178.0,9.368421052631579,4.888029856031815,8,187.0,0.24859796130519465,8,187.0
420.0,9,204.0,11.333333333333334,4.408450388325764,9,216.0,0.18461034129216494,9,216.0
435.0,10,246.0,12.947368421052632,4.173915975931216,10,258.0,0.17155216652421315,10,258.0
450.0,10,362.0,19.05263157894737,3.9004532952232975,10,376.0,0.16862029451074764,10,376.0
465.0,8,295.0,16.38888888888889,5.017118970285553,8,326.0,0.20252617968411932,8,326.0
480.0,11,178.0,9.88888888888889,3.806447233621702,11,209.0,0.14453379195714883,11,209.0
495.0,11,213.0,11.210526315789474,3.8911122450233124,11,261.0,0.18126337466937173,11,261.0
510.0,8,240.0,12.631578947368421,4.276184473107328,8,286.0,0.22607642105850062,8,286.0
525.0,10,165.0,8.68421052631579,4.032219641309489,10,220.0,0.1732737444561851,10,220.0
540.0,7,227.0,12.61111111111111,5.703679415205832,7,254.0,0.2646025260186983,7,254.0
555.0,9,235.0,13.823529411764707,4.583056248138066,9,238.0,0.20873966449734027,9,238.0
570.0,11,359.0,19.944444444444443,3.261479086652317,11,359.0,0.10157779700617009,11,359.0
585.0,11,451.0,25.055555555555557,4.324453574636065,11,451.0,0.145117917624135,11,451.0
600.0,6,115.0,6.388888888888889,5.0985387972052045,6,246.0,0.2635650327882094,6,246.0
615.0,9,124.0,6.526315789473684,4.464356392607368,9,260.0,0.18014900679647372,9,260.0
630.0,13,292.0,17.176470588235293,1.8194544560421146,13,427.0,0.07514755609303686,13,427.0
645.0,12,343.0,17.15,3.876805748813985,12,485.0,0.15025822881751166,12,485.0
660.0,9,150.0,7.142857142857143,3.902330950299427,9,349.0,0.14812998293176208,9,349.0
675.0,6,51.0,2.4285714285714284,3.931947454375435,6,237.0,0.15964890664057263,6,237.0
690.0,13,148.0,7.4,3.03311113504212,13,336.0,0.08612738469121965,13,336.0
705.0,12,222.0,11.68421052631579,4.4324511419344885,12,317.0,0.16664871459494265,12,317.0
720.0,5,100.0,5.2631578947368425,6.039425973071784,5,263.0,0.3324197982328983,5,263.0
735.0,11,209.0,12.294117647058824,3.9932510935063874,11,209.0,0.1052404359965205,11,209.0
750.0,8,174.0,9.666666666666666,5.488162686369877,8,175.0,0.2315466675856104,8,175.0
765.0,13,342.0,20.11764705882353,1.313405509461433,13,343.0,0.10167847379674988,13,343.0
780.0,15,511.0,24.333333333333332,3.3359752768511037,15,511.0,0.11781686704805325,15,511.0
795.0,16,748.0,32.52173913043478,3.046767944011929,16,748.0,0.11193621029701617,16,748.0
810.0,10,564.0,26.857142857142858,4.256687107146384,10,647.0,0.1707337262881063,10,647.0
825.0,6,53.0,2.789473684210526,5.260054094055533,6,450.0,0.2518239046851429,6,450.0
840.0,12,114.0,5.7,2.7629352990530616,12,440.0,0.07945055048077687,12,440.0
855.0,14,234.0,11.142857142857142,3.2990922078574387,14,560.0,0.12946669102230934,14,560.0
870.0,8,113.0,5.380952380952381,3.6211663426570704,8,384.0,0.14504460498601837,8,384.0
885.0,10,121.0,6.05,2.994547364712671,10,380.0,0.1099402712512686,10,380.0
900.0,8,192.0,9.142857142857142,3.5956664380382173,8,349.0,0.14504470239441744,8,349.0
915.0,8,117.0,5.318181818181818,4.492124142585276,8,336.0,0.19041478939429213,8,336.0
930.0,17,203.0,9.227272727272727,1.9839333522800258,17,398.0,0.05437048341343591,17,398.0
945.0,14,202.0,8.416666666666666,2.6183067333259413,14,388.0,0.07264073635791489,14,388.0
960.0,10,93.0,4.043478260869565,3.5958599986321045,10,353.0,0.1643877973656653,10,353.0
975.0,19,314.0,13.083333333333334,2.357209903809609,19,572.0,0.12484293204144888,19,572.0
990.0,13,285.0,10.961538461538462,3.420876404028793,13,582.0,0.15466883279147134,13,582.0
1005.0,15,264.0,11.0,3.4598532740463015,15,571.0,0.13690417108270608,15,571.0
1020.0,12,201.0,8.375,4.02322360473936,12,531.0,0.1730462085835081,12,531.0
1035.0,12,147.0,6.125,3.6116487961985206,12,418.0,0.16541391355198445,12,418.0
1050.0,15,241.0,10.478260869565217,2.9331654177379374,15,406.0,0.07113976065201132,15,406.0
1065.0,13,406.0,18.454545454545453,3.9800173550432403,13,478.0,0.17689383107396664,13,478.0
1080.0,11,336.0,16.0,4.068102088474769,11,422.0,0.1634564112744749,11,422.0
1095.0,11,140.0,6.363636363636363,4.1140638530259475,11,332.0,0.17066453050233846,11,332.0
1110.0,14,322.0,14.0,4.269906161372645,14,408.0,0.08953875950224714,14,408.0
1125.0,12,332.0,15.80952380952381,3.7288000930578695,12,385.0,0.1460864297400761,12,385.0
1140.0,13,334.0,16.7,3.4126443904012853,13,359.0,0.11265283932846656,13,359.0
1155.0,10,146.0,6.9523809523809526,3.1099867367504976,10,302.0,0.10604362452545613,10,302.0
1170.0,11,212.0,10.095238095238095,2.648544477439071,11,343.0,0.05226470392906215,11,343.0
1185.0,12,200.0,9.523809523809524,4.1214756593266575,12,338.0,0.16398911125750035,12,338.0
1200.0,10,158.0,7.181818181818182,3.797839560270289,10,332.0,0.16295178277658318,10,332.0
1215.0,13,129.0,5.608695652173913,3.880401778863076,13,359.0,0.14763491422588185,13,359.0
1230.0,11,197.0,8.565217391304348,4.362610720542104,11,375.0,0.20784592017090892,11,375.0
1245.0,12,182.0,8.272727272727273,4.062632075158918,12,264.0,0.13273982219780145,12,264.0
1260.0,12,218.0,10.380952380952381,4.200987859385353,12,330.0,0.17198985211088494,12,330.0
1275.0,9,224.0,10.181818181818182,5.149717288709912,9,324.0,0.1841608942990858,9,324.0
1290.0,8,167.0,8.35,4.241415849705032,8,229.0,0.21663047912896272,8,229.0
1305.0,14,185.0,9.25,3.997305469133837,14,234.0,0.12316255987006158,14,234.0
1320.0,16,351.0,17.55,2.130428880865984,16,400.0,0.10240305477158713,16,400.0
1335.0,13,342.0,14.25,3.6234199623311825,13,437.0,0.1426334306029243,13,437.0
1350.0,11,191.0,8.304347826086957,3.2528095214439614,11,380.0,0.14993478691578938,11,380.0
1365.0,16,357.0,15.521739130434783,2.892100860149905,16,526.0,0.0882614346563878,16,526.0
1380.0,15,396.0,16.5,2.8529979447223006,15,572.0,0.11468557127352523,15,572.0
1395.0,21,657.0,26.28,1.3801369631437408,21,826.0,0.06844047101516794,21,826.0
1410.0,25,1003.0,35.82142857142857,0.597867702534059,25,1172.0,0.005096575387444814,25,1172.0
1425.0,20,770.0,24.838709677419356,2.5393086728765724,20,1201.0,0.10050562851005498,20,1201.0
1440.0,19,740.0,23.870967741935484,2.2605944318472733,19,1319.0,0.07906941363811205,19,1319.0
1455.0,26,1092.0,35.225806451612904,1.507723977519227,26,1666.0,0.015650296312968368,26,1666.0
1470.0,19,1187.0,38.29032258064516,2.3840225715569576,19,1694.0,0.07759706942730978,19,1694.0
1485.0,15,265.0,8.548387096774194,2.9710745330034176,15,1289.0,0.1268814548300746,15,1289.0
1500.0,15,282.0,8.8125,4.4564721454535094,15,904.0,0.19769368369984186,15,904.0
1515.0,18,286.0,9.533333333333333,2.4038087931393965,18,801.0,0.07858919044666823,18,801.0
1530.0,19,280.0,9.333333333333334,2.1991526475567733,19,893.0,0.06800708493662312,19,893.0
1545.0,20,483.0,16.1,2.715120891980599,20,888.0,0.07992743126186244,20,888.0
1560.0,25,764.0,26.344827586206897,1.1561617480237933,25,1104.0,0.0004572658217174827,25,1104.0
1575.0,20,917.0,31.620689655172413,2.9198028524159563,20,1236.0,0.10106286989985822,20,1236.0
1590.0,15,526.0,20.23076923076923,2.648435810259904,15,1019.0,0.07769374351100365,15,1019.0
1605.0,12,175.0,6.481481481481482,4.477265484912261,12,777.0,0.20744591315232175,12,777.0
1620.0,14,299.0,11.5,3.0909341463109246,14,664.0,0.10723488157557327,14,664.0
1635.0,13,450.0,16.666666666666668,5.035631260597085,13,500.0,0.2396512141165748,13,500.0
1650.0,17,464.0,17.185185185185187,2.784189963634727,17,531.0,0.09633302872469733,17,531.0
1665.0,20,742.0,29.68,1.4049053327176335,20,793.0,0.024784950494908538,20,793.0
1680.0,17,623.0,23.074074074074073,2.799013996123361,17,709.0,0.11749808450911298,17,709.0
1695.0,17,536.0,19.142857142857142,3.233264774789647,17,712.0,0.11243426416858386,17,712.0
1710.0,20,808.0,32.32,2.33177746082214,20,894.0,0.08549476730018107,20,894.0
1725.0,13,350.0,13.461538461538462,3.381476988709459,13,832.0,0.14509016551913276,13,832.0
1740.0,10,343.0,13.72,4.714371239979593,10,553.0,0.19488697209349043,10,553.0
1755.0,12,307.0,12.791666666666666,3.4840064116954568,12,485.0,0.11215303205217077,12,485.0
